id,display_name,about_me,age,creation_date,last_access_date,location,reputation,up_votes,down_votes,views,profile_image_url,website_url
155,garg,,,2008-08-02 17:33:51.103 UTC,2015-10-06 15:54:58.643 UTC,,1159,344,3,220,,
209,CVertex,"<p>""There's a risk I'll OD on imagination like my friend Chauncey"" - Wonder Showzen.</p>",,2008-08-03 13:54:19.503 UTC,2019-11-21 11:25:12.433 UTC,Australia,16755,1877,54,1454,,http://au.linkedin.com/in/vijaysanthanam
352,user352,,,2008-08-05 00:03:22.597 UTC,2010-05-13 05:03:15.770 UTC,Australia,405,27,8,126,,
576,Eddie,<p>I am a web developer in south Texas primarily using C# .NET and PHP.</p>,,2008-08-06 21:34:52.630 UTC,2019-10-17 19:04:43.227 UTC,"Corpus Christi, TX",4416,1531,2,286,https://i.stack.imgur.com/hUQc3.jpg?s=128&g=1,http://www.usdm.net
968,Biri,"Started at 14 with Commodore Basic. Educated for Pascal, C and SQL. Learnt HTML, CSS, Javascript, Perl, PHP, VB, VC++, TSQL, C# and god knows what else...",,2008-08-11 07:44:54.603 UTC,2019-11-24 16:15:52.500 UTC,"Érd, Hungary",6509,273,19,902,,http://www.workaholic.hu/
1083,James Pogran,"<p>I’m James Pogran, a software developer. My day to day job keeps me fairly busy, but I try to balance that with my wife and two kids and two dogs.</p>

<p>I am a Senior Software Engineer at <a href=""http://puppetlabs.com"" rel=""nofollow noreferrer"">Puppet</a> on the Modules team helping to make Windows automation even better with Puppet. I have been working with computers in some form or fashion for over 15 years. My first job was systems administration for a large military installation. I then moved on to developing monitoring software and automating large scale Windows environments for a major managed services provider.</p>

<p>I love finding out how things work, taking them apart, and making them work faster.</p>",,2008-08-12 11:00:58.437 UTC,2019-11-26 19:56:59.507 UTC,United States,3759,58,0,248,,https://jpogran.github.io
1146,David Joyner,"<p>I primarily code in embedded environments but have have interests that span a variety of CS topics: multi-core programming, concurrency patterns, dynamic languages, functional programming, developer training and others.</p>",,2008-08-12 19:16:00.263 UTC,2019-03-08 19:49:32.917 UTC,"Raleigh, NC",17981,110,5,538,,http://www.twitter.com/djoyner
1565,Mike Heinz,<i>Has anybody seen my clue? I know I had one a minute ago...</i>,,2008-08-16 17:35:45.863 UTC,2019-04-08 20:13:33.360 UTC,"Valley Forge, PA",1708,191,10,386,,http://www.heinztrucking.com
1630,Ashwin Nanjappa,<p>I work with GPUs on deep learning and computer vision.</p>,,2008-08-17 17:03:19.407 UTC,2019-11-28 00:00:45.803 UTC,"Santa Clara, CA, USA",61413,857,4,6220,https://i.stack.imgur.com/MIEPK.jpg?s=128&g=1,http://daariga.com/
1681,Sixty4Bit,"<p>Knowledgeable in Java, Ruby, PHP, JavaScript, HTML, CSS, database design, GIS and BigData.</p>

<p><a href=""http://volumeintegration.com"" rel=""nofollow"">http://volumeintegration.com</a></p>",,2008-08-18 00:05:33.437 UTC,2019-11-27 21:35:02.023 UTC,"Herndon, VA",9523,1885,16,373,,http://sixty4bit.blogspot.com/
1782,juan,"<p>Geek (<a href=""http://xkcd.com/747/"" rel=""nofollow noreferrer"">not nerd</a>), who programs stuff.
<br>
<br>
Twitter: <a href=""http://twitter.com/juanformoso"" rel=""nofollow noreferrer"">@juanformoso</a><br>
<a href=""https://keybase.io/juan"" rel=""nofollow noreferrer""><a href=""https://keybase.io/juan"" rel=""nofollow noreferrer"">https://keybase.io/juan</a></a>
<br><br>
Here are my credentials in the network:  </p>

<p><a href=""https://stackexchange.com/users/1335/juanformoso""><img src=""https://stackexchange.com/users/flair/1335.png"" width=""208"" height=""58"" alt=""profile for juanformoso on Stack Exchange, a network of free, community-driven Q&amp;A sites"" title=""profile for juanformoso on Stack Exchange, a network of free, community-driven Q&amp;A sites"" /></a></p>",,2008-08-18 14:30:58.027 UTC,2019-11-29 13:39:27.430 UTC,"Buenos Aires, Argentina",67091,741,718,3609,,
2278,Ryan Rinaldi,Chicago software developer and cubs fan.,,2008-08-21 12:58:30.880 UTC,2019-11-27 16:01:23.840 UTC,"Chicago, IL",2941,121,22,251,,http://ryanrinaldi.com
2711,mkrus,"<p>Senior Software Engineer at <a href=""http://kdab.com/"" rel=""nofollow"">KDAB</a>.</p>",,2008-08-24 16:51:53.137 UTC,2019-11-28 07:50:17.980 UTC,"Scotland, United Kingdom",710,13,0,72,,http://twitter.com/mkrus/
2796,Jérôme,,,2008-08-25 07:37:57.950 UTC,2019-11-14 15:18:24.970 UTC,Switzerland,22933,303,15,1039,https://i.stack.imgur.com/fxWPl.png,http://jeromeconus.ch
3006,Avinash,,,2008-08-26 11:39:18.800 UTC,2008-08-28 11:51:51.463 UTC,,1265,0,0,58,,
3148,DMC,,,2008-08-27 01:01:33.847 UTC,2010-07-20 07:22:57.873 UTC,,211,6,0,47,,
3237,Gus Paul,<p>C#/Windows developer currently working in Manhattan in Financial Services industry. I used to do the same job in London. </p>,,2008-08-27 14:00:44.410 UTC,2019-01-28 14:51:18.363 UTC,"New York, NY",935,231,5,284,,http://www.guspaul.net
3276,TonyOssa,"Programmer, French Horn Player",,2008-08-27 16:22:08.627 UTC,2009-10-02 00:00:50.550 UTC,"Mesa, AZ",3142,407,1,100,,http://slashdot.org
3496,Arnout,,,2008-08-28 19:04:22.957 UTC,2019-11-25 14:26:56.783 UTC,"Amsterdam, Netherlands",2650,102,6,186,,https://grootveld.com
3730,Juanma,,,2008-08-30 11:22:42.397 UTC,2019-11-29 08:37:06.387 UTC,"Madrid, Spain",3821,302,22,182,,http://blog.koalite.com
4203,Hank Gay,"<p>I like to spend time with my lovely wife, our two beautiful daughters, and our dog. I'm also a fan of geek humor, and I've been known to flip out and write code… elegant code, if I'm really lucky.</p>",,2008-09-02 10:09:59.050 UTC,2019-09-19 15:42:24.437 UTC,"Duluth, GA",61440,3381,117,4534,,http://realultimateprogramming.blogspot.com
4720,cavver,ME ME ME !!!,,2008-09-05 11:06:37.783 UTC,2019-11-25 10:59:34.240 UTC,Romania,131,8,0,43,,
4789,Joel Gauvreau,"<p>I've been programming full-time since 1998.</p>

<p>Most of my time is spent in ASP.NET MVC, Entity Framework, Javascript, JQuery and KnockoutJs
Database development in Sql Server, MySQL.</p>",,2008-09-05 15:45:19.483 UTC,2019-02-11 03:53:50.487 UTC,"Quebec, Canada",3456,613,16,289,,http://stackoverflow.com/users/4789/joel-gauvreau
5246,sirrocco,<p>--</p>,,2008-09-08 17:15:32.097 UTC,2019-11-30 19:05:55.060 UTC,"Vienna, Austria",7737,1460,122,821,,http://no-site-for-now-roxin.com
5446,Sean,<p>More Dustin Hoffman than Tom Cruise.</p>,,2008-09-09 16:05:23.863 UTC,2019-11-28 19:55:36.507 UTC,Minnesota,6458,191,1,350,,http://www.seanschendel.com
5855,Dustin,"<p>BY DAY: Freelance software engineer.</p>

<p>BY NIGHT: Just your average Joe.</p>

<p>FOR FUN: Learning.</p>",,2008-09-11 14:29:11.160 UTC,2015-05-29 05:43:09.977 UTC,"Bishop, CA",51,9,0,28,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,http://www.dustinengle.com
6811,tdavis,,,2008-09-15 12:39:59.813 UTC,2013-06-07 18:07:35.507 UTC,United States,1202,12,0,55,,http://ticketstumbler.com
7209,James Roes,"<p>Developer, IT guy, manager ... and caretaker of anything else that has electronics (even thermostats).</p>",,2008-09-15 13:21:13.770 UTC,2019-11-30 03:11:05.200 UTC,"Waterloo, Canada",63,10,0,27,,
8005,Bemmu,,,2008-09-15 14:53:59.833 UTC,2019-11-30 17:49:11.073 UTC,Tokushima Prefecture,14587,1102,78,859,,http://www.bemmu.com
8844,Jeff Hubbard,"<p>Extreme generalist. If it's a technology not involving python or ruby, I've probably touched it at some point or another.</p>",,2008-09-15 16:59:59.547 UTC,2019-11-20 00:06:54.820 UTC,"Pleasant Hill, CA, USA",9054,350,37,493,,
9189,user9189,,,2008-09-15 18:00:18.560 UTC,2008-09-22 16:21:07.560 UTC,,239,0,0,22,,
10060,user10060,,,2008-09-15 21:01:21.887 UTC,2009-09-08 13:58:31.890 UTC,,33,0,0,48,,
10111,Scott Dillman,"<p><img src=""https://i.stack.imgur.com/kDx1i.gif"" alt=""enter image description here""></p>",,2008-09-15 21:15:59.290 UTC,2019-09-01 20:30:15.513 UTC,United States,818,56,1,490,https://i.stack.imgur.com/IJKPa.png?s=128&g=1,http://dreamcyclestudios.com
10586,JustAsItSounds,,,2008-09-16 00:09:32.260 UTC,2009-12-17 00:35:05.327 UTC,"Sydney, Australia",51,0,0,17,,
11790,derby,,,2008-09-16 11:15:28.010 UTC,2012-12-13 15:35:22.740 UTC,,561,146,26,94,,
11906,Paralife,<p>Breadth-first type of developer</p>,,2008-09-16 12:11:40.013 UTC,2019-11-28 14:00:11.523 UTC,,5368,235,4,386,,
12233,LBugnion,"<p>Creator of the <a href=""http://www.galasoft.ch/mvvm/getstarted"" rel=""nofollow"">MVVM Light toolkit</a> for Silverlight and WPF.</p>

<p>I work as a senior user experience developer for IdentityMine, one of the leading companies (and Gold Partner) for Microsoft technologies such as Windows Presentation Foundation, Silverlight, Surface, Windows 7 and generally User Experience. I was IdentityMine's European branch's first employee, based in Zurich Switzerland, where I live with my wife Chi Meei and my two daughters Alise and Laeticia.</p>

<p>In October 2008, the book ""Silverlight 2 Unleashed"" that I wrote was published at Sams. This book is a complete tutorial about Silverlight and filled with code samples and illustration in full color. ""Silverlight 4 Unleashed"" (the sequel) is now in preparation and will be published in the second half of 2010.</p>

<p>Originally an Electronics engineer, I achieved a postgrade study in Software Engineering in 1999. In the past, I worked at Siemens from 1996, where I helped introduce WPF and other .NET 3.5 technologies worldwide. My job involved developing with the mentioned technologies, training and coaching my colleagues, coordinating and integrating the graphics designers' work, and relationships with Microsoft. Prior to that, I wrote embedded C/C++, and then moved to desktop computers in Java, JavaScript and eventually .NET (desktop and ASP.NET).</p>

<p>Privately, I code in Silverlight, WPF, ASP.NET MVC and ASP.NET. I blog on http://blog.galasoft.ch and write on http://www.galasoft.ch where I publish articles, prototypes and demos related to the mentioned technologies. In 2008, I earned a MCTS for WPF. 2010 is my 4th year as a Microsoft MVP (Silverlight) and I was selected in 2010 as Silverlight MVP of the year.</p>",,2008-09-16 13:41:09.110 UTC,2019-07-04 15:29:03.970 UTC,Switzerland,6549,37,9,1684,,http://blog.galasoft.ch
12726,Gordon Hartley,<p>Generalist Software Developer</p>,,2008-09-16 15:26:11.417 UTC,2013-03-20 08:18:31.437 UTC,"Sydney, Australia",489,41,7,98,,
13143,bmw0128,,,2008-09-16 17:21:16.150 UTC,2009-03-26 17:24:47.367 UTC,,1465,1,0,160,,
13213,billmcc,,,2008-09-16 17:40:31.593 UTC,2019-10-18 20:09:18.583 UTC,,591,23,1,126,,
13973,masukomi,"<p>...an adventurerous geek with a penchant for illustration, programming, writing, music, and more.</p>",,2008-09-16 21:34:18.210 UTC,2019-11-29 05:20:09.750 UTC,United States,7121,1010,29,421,,http://masukomi.org
14405,Robin like the bird,"<p>Professionally writing Java+JavaScript full-stack applications. Enjoy Python, NodeBox, generative art. Currently having fun with a djembe and a doumbek.</p>",,2008-09-16 23:45:57.363 UTC,2018-03-01 02:53:20.420 UTC,"Swarthmore, PA",664,37,0,159,https://i.stack.imgur.com/lCoir.jpg?s=128&g=1,
15018,stepancheg,,,2008-09-17 05:07:26.450 UTC,2016-10-12 23:43:45.510 UTC,,3878,2511,1064,1005,,
15318,Dave,"PHP developer / manager working in London.

I have a keen interest in good design and building exceptional user-centric solutions!

I enjoy reading around many programming-related topics including project management, OO, design patterns.",,2008-09-17 08:19:27.503 UTC,2013-05-14 13:14:00.677 UTC,"London, United Kingdom",828,101,2,254,,http://www.davegardner.me.uk
16102,Cat Plus Plus,,,2008-09-17 14:42:53.307 UTC,2019-11-29 20:25:47.317 UTC,,99432,2047,536,12381,,
16143,Keltia,"<p>Computer professional for more than 25 years now, dabbling in TCP/IP &amp; UNIX security and general IT stuff.  Interests includes Ruby, FreeBSD, crypto, ntp and UNIX in general.</p>",,2008-09-17 15:01:21.547 UTC,2019-11-20 09:49:11.137 UTC,"Clamart, Ile-de-France, France",13389,387,16,974,https://i.stack.imgur.com/bwAjC.jpg,https://www.keltia.net/
16635,eaguilar,,,2008-09-17 19:16:04.087 UTC,2019-02-19 05:52:31.010 UTC,Guatemala,87,76,0,189,,https://gt.linkedin.com/in/lpirir
16772,Rodrigo Gómez,,,2008-09-17 20:34:55.397 UTC,2019-11-30 18:49:09.670 UTC,"Aguascalientes, México",1009,73,19,148,,http://www.rodrigogomez.com.mx/
17064,xilun,,,2008-09-18 01:14:10.543 UTC,2012-04-12 13:21:36.227 UTC,France,521,0,0,34,,
17134,Enrique,,,2008-09-18 02:26:56.547 UTC,2012-11-01 05:02:41.523 UTC,,25,1,0,21,,
17398,Stephen,Freelance Programmer,,2008-09-18 08:22:42.353 UTC,2019-11-29 12:47:18.783 UTC,"London, United Kingdom",1228,459,28,191,,http://www.degabrielle.name/stephen
17650,Andre,"<ul>
<li>Mathematician who works with C++ as a software developer.</li>
<li>Favourite languages: Haskell, C++, Python, DSLs ;-)</li>
</ul>",,2008-09-18 13:10:30.323 UTC,2019-04-15 13:36:03.047 UTC,Germany,1501,136,2,248,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,http://www.google.de
17697,Eric W,,,2008-09-18 13:50:02.210 UTC,2019-11-26 04:00:21.973 UTC,"New York, United States",601,85,3,56,https://www.gravatar.com/avatar/ba1a0159fcae2c60f75cf4ba7186a4fc?s=128&d=identicon&r=PG,http://www.github.com/ewiner
17846,Athena,,,2008-09-18 15:26:33.570 UTC,2014-03-03 11:25:01.657 UTC,,2780,119,1,168,,
18518,LarryF,"<p>I am a “C Family” developer with more than 20 years, working in C/C++, C#, and Objective-C.  I specialize in low-level coding, client/server applications, and even UI programs.  I recently got into iOS programming and find it very fun and challenging, while opening up a completely new world of possibilities!</p>

<p>I am into high power rocketry, and digital video/audio.  I reversed the Dolby Surround algorithm back in 1990/1991, and was constructing audio files on my Amiga that would address each of the surround speakers for demo's and such.  I have appeared on many TV shows and news clips involving High Power Rocketry (<a href=""http://www.tripoli.org"" rel=""nofollow"">http://www.tripoli.org</a>).</p>

<p>I've been programming since about 1983, when I got my first Timex Sinclar 1000 w/ 2k of RAM and a 16k RAM expansion pack.  I started writing my own game programs in 1985 and 1986, then moved on to writing serial based software in BBS programs and terminal software.<br>
I worked at Mustang Software for 6 years doing support, QA, Configuration Management, and even programming on Wildcat, QModem Pro, OLX, and later IMC, ListCaster and FileCenter, before the company was purchased by Quintus Corp. and later Avya, who shut down our offices.</p>

<p>I was in four or five episodes of The BBS Documentary (<a href=""http://www.bbsdocumentary.com"" rel=""nofollow"">http://www.bbsdocumentary.com</a>), for my contributions to the BBS world, having worked and done so much at Mustang Software, including running my own 16 line BBS that still survives to this day via Telnet to <a href=""http://telnet://bbs.mlinks.com"" rel=""nofollow"" title=""Missing Links Network"">telnet://bbs.mlinks.com</a></p>

<p>I have background in such subjects as:</p>

<ul>
<li>Cryptography</li>
<li>Virus Research/Anti-Virus</li>
<li>Data Compression</li>
<li>Client/Server</li>
<li>Assembly Language</li>
<li>Database (SQL/Oracle/Access) Administration</li>
<li>API Development</li>
</ul>

<p>Just to name a few...</p>

<p>I am always looking to learn something, and am never happy just using someone else' code to perform tasks that I could learn how to do myself.</p>

<p>Some of the apps I have written:</p>

<ul>
<li>NNTP Server</li>
<li>Security DVR PTZ Camera Controller/Viewer</li>
<li>HTML Based Focus Group Chat</li>
<li>Wireless POS System</li>
<li>PGP Auto-Sign SMTP Server</li>
<li>Dolby Surround Sound encoder/decoder for Winamp</li>
<li>Software Registration Algorithm / Key Generator</li>
<li>White-Noise Generator</li>
<li>Password Manager Password Vault</li>
<li>Digital LFT scale integration</li>
<li>Digital video capture/image library</li>
<li>Many, command-line utilities, too many to list in fact!</li>
</ul>

<p>...Plus many others, with more being added every day...</p>

<p>My favorite/preferred languages:</p>

<ul>
<li>C/C++</li>
<li>Objective-C</li>
<li>C#</li>
<li>vbScript</li>
<li>ASP / ASP.NET</li>
<li>NT Command Shell</li>
<li>T-SQL</li>
<li>HTML/XML</li>
<li>Perl</li>
</ul>",,2008-09-19 03:52:38.563 UTC,2019-11-20 05:23:41.637 UTC,"Bakersfield, CA",4413,284,7,761,https://i.stack.imgur.com/TUebg.png,http://mlinks.net/~larryf
18831,Bob Yexley,"<p>Software Engineer for Food Donation Connection, Knoxville, TN.</p>",,2008-09-19 13:19:41.890 UTC,2015-06-30 21:12:47.387 UTC,"Knoxville, TN",2594,26,0,217,,http://bob.yexley.net
19935,Elmar Weber,,,2008-09-21 12:24:54.423 UTC,2019-07-24 17:57:54.760 UTC,Delaware,2095,79,3,212,,
20037,Aurelio Martin Massoni,,,2008-09-21 19:22:27.507 UTC,2019-04-02 18:10:02.480 UTC,"Seville, Spain",1632,24,2,161,,
20514,avp,"<p><strong>Professionally:</strong><br>
C, C++, embedded systems, QNX.</p>

<p><strong>Hobby:</strong><br>
Programming languages, Graphics, WebDev.</p>",,2008-09-22 15:21:22.897 UTC,2019-11-30 21:52:36.420 UTC,"Munich, Germany",4629,806,69,332,,
20610,DL Redden,"<p>I prefer to simplify complexity or complicate simplicity, whichever suits my need at the time.</p>",,2008-09-22 17:41:52.733 UTC,2019-11-18 20:38:04.107 UTC,Missouri,538,99,1,602,,http://www.dlredden.com
22111,Stuart McConnell,,,2008-09-25 11:26:05.340 UTC,2016-07-21 10:55:51.230 UTC,Singapore,527,2,0,41,https://i.stack.imgur.com/dY1q0.jpg?s=128&g=1,
22934,Karl R,,,2008-09-27 05:18:27.553 UTC,2009-06-05 06:41:14.847 UTC,California,327,3,0,62,,
23393,Karl Glennon,"<p>Co-founder and CTO of Roomex.com</p>

<p><a href=""http://twitter.com/karlroomex"" rel=""nofollow"">@karlroomex</a></p>",,2008-09-29 09:25:41.560 UTC,2016-11-14 15:41:06.063 UTC,"Dublin, Ireland",2969,276,11,305,,http://www.roomex.com
26424,Deepak Mittal,"I am a Grails developer based out of Delhi, India.",,2008-10-09 08:47:32.473 UTC,2014-01-18 11:08:55.517 UTC,"Delhi, India",593,32,0,134,https://graph.facebook.com/618168044/picture?type=large,http://www.IntelliGrape.com
26981,Pyry Jahkola,,,2008-10-10 22:08:27.570 UTC,2019-11-29 14:17:43.190 UTC,Finland,593,53,0,68,,
28804,mipadi,"<p>Just some guy, y'know? I write code for Industrial Light &amp; Magic.</p>

<p>I'm writing a book on Objective-C. Or rather, I was. Thanks to Apple, I'm now writing a book on Swift. You can check it out <a href=""http://mpd.im/wrox-swift"" rel=""nofollow"">here</a>.</p>

<hr>

<p>Oh, I also wrote a <a href=""http://mpd.im/stackim"" rel=""nofollow"">URL shortener for Stack Overflow profiles</a>. Feel free to use it if you want!</p>",,2008-10-17 03:04:38.717 UTC,2019-11-15 18:58:47.957 UTC,"San Francisco, CA",321803,2708,335,12525,,http://monkey-robot.com
29521,Adam Pridmore,"<p>I work with primarily with C#, Java, JavaScript and MongoDB as a day job. I've been playing with F# and functional programming as a hobby and getting slightly addicted to solving ProjectEuler problems...</p>",,2008-10-20 07:51:03.083 UTC,2019-11-29 22:02:26.400 UTC,United Kingdom,164,92,1,57,,http://adampridmore.blogspot.co.uk/
30114,nlinus,,,2008-10-21 20:28:46.843 UTC,2018-09-04 00:04:51.213 UTC,"San Diego, CA",611,17,5,45,,http://nlinus.com
30339,El Padrino,"<p>I'm an application developer, since I can remember. Since 2004, I've been working developing with C#, SQL Server, ASP.Net. On 2009 I took the path of the full-stack C# and started working with MVVM/WPF on desktop apps. </p>

<p>Everyday is a new challenge, I'll say bring it on!</p>",,2008-10-22 11:55:29.313 UTC,2019-11-30 18:11:03.440 UTC,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",1011,97,0,98,https://i.stack.imgur.com/MCTqQ.jpg,
31000,Nathan Kitchen,,,2008-10-23 22:47:06.593 UTC,2019-12-01 05:32:38.093 UTC,,4023,932,21,300,,
31385,sliderhouserules,"<p>""Never underestimate the predictability of stupidity."" -Bullet Tooth Tony (Snatch)</p>

<p>""Behind every great man is a woman who is not impressed."" -Scott Hanselman</p>",,2008-10-25 05:25:46.497 UTC,2019-11-29 18:08:14.587 UTC,United States,3182,325,139,423,https://i.stack.imgur.com/LraMu.jpg,http://donthaveone
32144,Sal,,,2008-10-28 17:50:16.543 UTC,2011-12-16 01:18:21.017 UTC,United States,141,3,0,34,,
34092,mjwills,"<p>Technical Lead at <a href=""https://www.campaignmonitor.com"" rel=""nofollow noreferrer"">https://www.campaignmonitor.com</a></p>",,2008-11-04 11:52:25.620 UTC,2019-11-29 20:49:26.343 UTC,"Sydney, Australia",19151,2534,7476,6176,https://www.gravatar.com/avatar/10e78a68c6e32f9b8aeb47a968ebea9f?s=128&d=identicon&r=PG&f=1,
34539,Krakerjak,"<p>Lifetime computer geek.</p>
<p>I started on a VIC20, and now I have several computers running both linux and windows.  I <strike>
program</strike> hack around on them for fun in my spare time, and program PLCs for a living.</p>",,2008-11-05 03:07:08.863 UTC,2010-04-01 11:08:19.510 UTC,United States,429,12,0,88,,http://www.krakerjak.com
35033,James Camfield,,,2008-11-06 11:17:48.137 UTC,2012-12-24 10:23:03.383 UTC,United Kingdom,1556,26,1,240,,
36098,Ben Williams,"<p>Sysadmin, Programmer, Bit Wrangler. Husband + Father. Australian.</p>",,2008-11-10 06:12:00.843 UTC,2019-06-04 01:44:57.297 UTC,"Adelaide, Australia",241,73,4,28,,
37288,smerten,,,2008-11-13 08:57:00.167 UTC,2018-05-01 03:17:07.923 UTC,Norway,203,16,1,49,,http://www.prentesvarten.com
37940,Dino Viehland,,,2008-11-15 17:29:52.653 UTC,2009-01-07 03:34:18.900 UTC,,1181,0,0,67,,http://www.codeplex.com/IronPython
38613,Brian Bolton,<p>person</p>,,2008-11-18 15:53:08.587 UTC,2019-09-15 15:36:48.933 UTC,"Columbus, GA",3503,70,6,428,,http://www.brianbolton.me
38615,Harrison,Programmer obviously,,2008-11-18 15:53:33.250 UTC,2009-10-05 14:30:40.693 UTC,North Carolina,247,6,0,46,,http://Several
39992,strager,<p>C'est moi.</p>,,2008-11-23 00:10:53.480 UTC,2019-11-25 23:56:21.243 UTC,"Burlingame, CA",78058,4457,172,3796,,http://strager.net
40164,hb.,"Recently graduated systems engineer, loving .NET since 1.0 and a LINQ fan.",,2008-11-24 02:22:01.017 UTC,2016-07-07 00:35:54.763 UTC,Mexico,1527,249,9,409,,http://www.bscheiman.org
40623,mancmanomyst,,,2008-11-25 13:39:41.710 UTC,2014-01-15 20:31:09.237 UTC,,1938,26,1,151,,
40909,Josh Arenberg,,,2008-11-26 04:08:57.617 UTC,2019-11-21 21:41:43.003 UTC,"Brooklyn, NY",6473,37,2,231,,
41686,Dmitriy Shvadskiy,,,2008-11-28 20:44:11.433 UTC,2015-06-29 21:02:49.903 UTC,,63,1,0,42,,
42415,Oliver Ruehl,,,2008-12-02 12:09:10.003 UTC,2011-05-04 14:11:42.550 UTC,"Frankfurt Am Main, Germany",72,3,0,30,,http://www.oruehl.de
42959,Casey Crites,<p>Urban Airship Mobile Engineer.</p>,,2008-12-03 19:54:37.490 UTC,2018-10-27 17:02:37.213 UTC,"San Francisco, CA",301,39,0,101,,http://caseycrites.com
43563,user43563,,,2008-12-05 10:46:33.927 UTC,2009-04-26 14:16:21.293 UTC,,291,7,0,50,,
43935,Jan Kronquist,,,2008-12-06 14:06:10.933 UTC,2019-01-15 12:54:41.930 UTC,,2545,126,2,592,,http://blog.jayway.com/author/jankronquist/
45211,dekz,,,2008-12-11 01:52:39.693 UTC,2012-04-27 05:01:01.630 UTC,"Brisbane, Australia",775,46,1,147,,http://dekz.net
45336,user45336,,,2008-12-11 12:59:43.607 UTC,2009-05-18 15:02:39.857 UTC,,193,15,0,67,,
47204,marc lincoln,"I have studied programming in python for about 4 months, so I am an 'advanced beginner'.",,2008-12-17 20:45:23.573 UTC,2010-05-02 19:09:32.527 UTC,,1175,0,0,228,,
47645,Mark Carpenter,"<p>Programmer: C#, VB.NET, ASP.NET, WinForms, WPF, SQL Server</p>",,2008-12-19 04:05:15.777 UTC,2019-11-27 16:05:10.183 UTC,"Cuyahoga, OH, United States",15354,1125,64,1017,,
48062,Maxim Veksler,"<p>Doing healthy things at <a href=""https://khealth.ai"" rel=""nofollow noreferrer"">K Health</a></p>",,2008-12-20 23:15:39.067 UTC,2019-11-28 16:59:30.737 UTC,Israel,21590,324,17,1416,https://i.stack.imgur.com/DfKUw.jpg?s=128&g=1,http://khealth.ai
48136,Brice,"<ul>
<li>Developer </li>
<li>Core Mockito commiter</li>
<li>Open source believer, PRs in different projects</li>
<li>Technology Enthusiast ...but mostly a Java enthusiast</li>
<li>Like to work in team, pairing, reviewing, randori, etc.</li>
<li>Human hence fallible ...yet learning from experience</li>
<li>Independent contractor</li>
<li>Located in Paris, France</li>
</ul>",,2008-12-21 14:50:59.430 UTC,2019-11-29 12:17:06.527 UTC,"Paris, France",27722,1974,12,1629,,http://blog.arkey.fr
48611,Ricardo Gladwell,<p>Senior Java web developer working in the London area.</p>,,2008-12-23 11:04:56.327 UTC,2019-11-28 12:45:43.020 UTC,United Kingdom,3629,2404,259,656,,http://gladwell.me
49893,jtbennett,,,2008-12-29 17:01:54.027 UTC,2017-09-25 14:38:57.407 UTC,"New York, NY, United States",288,9,0,46,,http://jtbennett.com/blog
50073,Miguel López,"<p>Android Developer @ Nearsoft Inc.
Systems Engineer.
Community Lead at Facebook Developer Circles and freeCodeCamp CDMX.</p>",,2008-12-30 04:38:00.753 UTC,2019-11-27 06:25:08.297 UTC,"Mexico City, Mexico",478,109,1,68,,
51259,Rngbus,"<p>Play your best, let Rngbus take care of the rest</p>",,2009-01-03 22:38:29.060 UTC,2019-07-29 03:42:20.253 UTC,"Okinawa, Japan",2331,13,3,108,https://i.stack.imgur.com/0eh0z.png,https://www.SuperRetroMaker.com
52444,tanascius,,,2009-01-07 14:03:09.690 UTC,2019-11-30 20:22:13.593 UTC,Germany,46842,1638,39,2245,,
52632,mwissman,,,2009-01-07 22:00:26.547 UTC,2018-05-11 17:29:43.770 UTC,"Chicago, IL",148,25,0,48,,
53778,mreith,Director of Application Development at a small software firm.,,2009-01-10 23:22:54.500 UTC,2012-05-03 17:59:32.363 UTC,"Denver, CO",299,32,0,96,,http://www.tetzel.com
55052,Yariv,,,2009-01-14 15:47:53.183 UTC,2012-10-19 20:20:20.683 UTC,,526,207,0,57,,
55120,Wyvern,,,2009-01-14 18:54:08.563 UTC,2009-05-04 18:55:39.520 UTC,,51,1,0,22,,
56162,Zenobia,,,2009-01-17 11:14:30.590 UTC,2009-03-31 13:34:09.083 UTC,Belgium,63,0,0,34,,
56470,baybora.oren,,,2009-01-18 19:09:25.323 UTC,2019-11-28 04:04:56.140 UTC,"Istanbul, Turkey",3014,1933,8,486,,http://www.yazilimmimari.com
56631,kk.,,,2009-01-19 10:28:30.257 UTC,2019-02-22 07:40:45.990 UTC,"Bangalore, India",647,104,1,160,,
56686,Mattias Wadman,<p>Software engineer at Spotify. Software hobbyist in my spare time.</p>,,2009-01-19 13:54:57.763 UTC,2019-11-30 17:18:26.133 UTC,Sweden,9777,606,5,711,https://i.stack.imgur.com/9nKtX.jpg?s=128&g=1,https://www.inwader.com/
56872,Sasha,,,2009-01-19 22:39:48.687 UTC,2019-06-27 22:37:07.280 UTC,"Sydney NSW, Australia",1907,71,1,236,,
57125,jeanml,,,2009-01-20 14:44:10.520 UTC,2018-01-26 13:13:12.600 UTC,United Kingdom,203,9,0,71,,
57789,AlexGP,,,2009-01-22 05:45:43.680 UTC,2013-05-03 06:07:34.430 UTC,,33,1,0,47,,
